x_elem2,fe_raw_meVatom,offset_meVatom,fe_offset_corrected_meVatom
0.90625000,-66.96462631,-83.45719039,16.49256408
0.90625000,-61.34748459,-83.45719039,22.10970581
0.90625000,-62.38412857,-83.45719039,21.07306182
0.90625000,-70.31679153,-83.45719039,13.14039886
0.90625000,-65.11545181,-83.45719039,18.34173858
0.90625000,-65.59228897,-83.45719039,17.86490142
0.90625000,-69.81611252,-83.45719039,13.64107788
0.90625000,-60.33754349,-83.45719039,23.11964691
0.90625000,-63.73929977,-83.45719039,19.71789062
0.90625000,-67.81244278,-83.45719039,15.64474761
0.90625000,-68.86529922,-83.45719039,14.59189117
0.90625000,-60.74190140,-83.45719039,22.71528900
0.90625000,-66.63846970,-83.45719039,16.81872070
0.90625000,-58.24136734,-83.45719039,25.21582305
0.90625000,-59.41724777,-83.45719039,24.03994262
0.90625000,-62.58058548,-83.45719039,20.87660491
0.90625000,-65.70577621,-83.45719039,17.75141418
0.90625000,-63.09366226,-83.45719039,20.36352813
0.90625000,-61.90443039,-83.45719039,21.55276000
0.90625000,-65.66381454,-83.45719039,17.79337585
0.90625000,-60.25648117,-83.45719039,23.20070922
0.90625000,-62.87145615,-83.45719039,20.58573425
0.93750000,-80.08909225,-83.70473446,3.61564221
0.93750000,-79.64468002,-83.70473446,4.06005444
0.93750000,-78.56988907,-83.70473446,5.13484539
0.93750000,-84.70392227,-83.70473446,-0.99918781
0.93750000,-82.56387711,-83.70473446,1.14085735
0.93750000,-79.16784286,-83.70473446,4.53689159
0.93750000,-83.77218246,-83.70473446,-0.06744800
0.93750000,-87.57257462,-83.70473446,-3.86784016
0.93750000,-75.68311691,-83.70473446,8.02161755
0.93750000,-87.44859695,-83.70473446,-3.74386249
0.93750000,-75.44469833,-83.70473446,8.26003613
0.93750000,-79.28895950,-83.70473446,4.41577496
0.93750000,-86.06767654,-83.70473446,-2.36294208
0.93750000,-72.25465775,-83.70473446,11.45007671
0.93750000,-84.60855484,-83.70473446,-0.90382038
0.93750000,-83.25052261,-83.70473446,0.45421185
0.93750000,-87.30840683,-83.70473446,-3.60367237
0.93750000,-81.66646957,-83.70473446,2.03826489
0.93750000,-74.94211197,-83.70473446,8.76262249
0.93750000,-79.21838760,-83.70473446,4.48634686
0.93750000,-79.78391647,-83.70473446,3.92081799
0.93750000,-82.76319504,-83.70473446,0.94153942
0.93750000,-78.76634598,-83.70473446,4.93838848
0.93750000,-74.99456406,-83.70473446,8.71017040
0.93750000,-87.55064011,-83.70473446,-3.84590565
0.93750000,-83.08172226,-83.70473446,0.62301220
0.93750000,-84.00678635,-83.70473446,-0.30205189
0.93750000,-79.68187332,-83.70473446,4.02286114
0.93750000,-79.37097549,-83.70473446,4.33375897
0.93750000,-81.38704300,-83.70473446,2.31769146
0.93750000,-81.82859421,-83.70473446,1.87614025
0.93750000,-75.63924789,-83.70473446,8.06548657
0.93750000,-79.08201218,-83.70473446,4.62272228
0.93750000,-86.26508713,-83.70473446,-2.56035267
0.93750000,-85.27612686,-83.70473446,-1.57139240
0.93750000,-82.10706711,-83.70473446,1.59766735
0.93750000,-77.37588882,-83.70473446,6.32884564
0.93750000,-78.45735550,-83.70473446,5.24737896
